hin_Deva,urd_Arab,eng_Latn,doi_Deva
"हर रोज़ मुझे इस तरह की शिकायतें मिला करती थीं: 'सही लोगों को नहीं लिया जाता है, जबकि ऐसे लोग जिनका कोई हक नहीं बनता है, उन्हें 100 देने पर चोरी-छिपे अंदर ले आया जाता है।'","‏ہر روز مجھے اس طرح کی شکایات موصول ہوتی تھیں: 'صحیح لوگوں کو نہیں لیا جاتا، جبکہ جن کا کوئی حق نہیں ہے انہیں 100 کی ادائیگی پر اندر لے آیا جاتا ہے۔'","Every day I had complaints like this: 'The rightful ones are not admitted, whilst those who have no right are smuggled in on payment of 100'.","हर रोज मिगी इस चाल्ली दीयां शिकायतां मिलदियां हियां :' स्हेई लोकें गी दाखला नेईं मिलदा ऐ, जदूं के नेहे लोक जिंʼदा कोई हक्क नेईं बनदा ऐ, उʼनें गी 100 देने पर चोरी - छप्पे अंदर लेई आया जंदा ऐ।"
कोणार्क के सूर्य मंदिर में पड़ी लोहे की शहतीरें और भी बड़ी हैं।,کونارک کے سوریا مندر میں موجود فولادی شہتیر پھر بھی بڑے ہیں۔,The iron beams lying in the Surya temple at Konark are still bigger.,कोणार्क दे सूरज मंदरै च पेदे लोहे दे बीम अजें बी बड्डे न।
अपरिग्रह का जैन सिद्धांत समाज में संपत्ति और संसाधनों के ज़्यादा न्यायसंगत वितरण की ओर ले जा सकता है।,عدم حصولی کا جین اصول سماج میں دولت اور وسائل کی زیادہ منصفانہ تقسیم کر سکتا ہے۔,The Jain doctrine of non-acquisition could lead to more equitable distribution of wealth and resources in society.,गैर-अधिग्रहण दे जैन सिद्धांत कन्नै समाज च धन ते संसाधनें दी बंड मती बराबरी च होई सकदी ऐ।
"उसी प्रकार, दो विशेष रूप से दुष्ट मानव, ग्रेम्मा और बेंडवा का उल्लेख क्रमशः अध्याय 32.12, 32.13, 32.14 और 49.1, 49.2 में किया गया है।","اسی طرح، دو خاص طور پر برے انسانوں، گریہما اور بیندوا کا ذکر بالترتیب 32.12، 32.13 اور 32.14 ابواب اور 49.1 اور 49.2 ابواب میں کیا گیا ہے۔","Likewise, two particularly evil human beings, Grehma and Bendva, are mentioned in Chapters 32.12, 32.13, and 32.14 and Chapters 49.1 and 49.2 respectively.","इस्सै चाल्ली, खास तौर उप्पर दो भैड़े मनुक्खें, ग्रेहमा ते बेंडवा दा बर्णन बारी-बारी अध्याय 32 . 12, 32 . 13, ते 32 . 14 ते अध्याय 49 . 1 ते 49 . 2 च कीता गेदा ऐ।"
"इसका लक्ष्य न तो शून्यवाद है, क्योंकि ऐसा स्थायी कुछ भी नहीं है जिसे जड़ से मिटाया जा सके, न ही अनंतवाद है, क्योंकि कहीं कोई स्थायी आत्मा नहीं है जिसे चिरायु बनाया जा सके।","‏اس کا مقصد نہ تو نہلزم ہے، کیونکہ فنا ہونے کے لیے کوئی چیز دائمی نہیں ہے اور نہ ہی ابدیت، کیونکہ ابدی طور پر قائم رہنے کے لیے کوئی روح مستقل نہیں ہے۔‏","Its goal is neither nihilism, for there is nothing permanent to annihilate nor eternalism, for there is no permanent soul to eternalize.","एह्‌‌‌दा लक्ष ना ताे विनाशवाद ऐ, की जे नाश करने आस्तै किश बी स्थाई नेईं ऐ ते ना गै शाश्वतता, की जे सुर्ग बनाने आस्तै कोई स्थाई आतमा नेईं ऐ।"
विदा के इस पल में दो प्रिय लोगों के लिए उसे बहुत सहानुभूति थी।,اس جدائی کے لمحے میں دونوں عزیزوں کے لیے اس کی شفقت عظیم تر تھی۔,Great was his compassion for the two dear ones at this parting moment.,इस बिदाई दी इस घड़ी च दो प्रियजनें आस्तै उंʼदी संवेदना बड़ी खास ही।
वह माँ और बच्चे के आराम तथा सांसारिक सुख के प्रति चिंतित नहीं था क्योंकि उनके पास हर चीज़ प्रचुरता में थी और वे अच्छी तरह से सुरक्षित थे।,وہ ماں اور بچے کی مستقبل کی دنیوی خوشی اور آرام سے متعلق پریشان نہیں تھا اس لیے کہ ان کے پاس ہر چیز کی بہتات تھی اور وہ خوب محفوظ تھے۔,He was not worried about the future worldly happiness and comfort of the mother and child as they had everything in abundance and were well protected.,उʼनें गी मां ते ञ्याणे दे भविक्ख दे संसारी सुख ते रमान दी फिकर नेईं ही की जे उंʼदे कोल सब किश खासी मात्तरा च हा ते चंगी चाल्ली सुरक्षत हे।
उसी समय मुझे पता चला कि एक जाने-माने हिंदू का ईसाई धर्म में परिवर्तन किया गया था।,"‏تقریبا اسی دور میں، میں نے سنا کہ ایک مشہور ہندو نے عیسائیت قبول کر لی ہے۔‏","At about the same time, I heard of a well-known Hindu having been converted to Christianity.","तकरीबन उस्सै समें, में इक मश्हूर हिंदू द्वारा ईसाई धर्म अपनाने दे बारे च सुनेआ।"
"आगे दिए गए पद्यों में हमें बताया जाता है कि ईश्वर ने ज़रथुष्ट्र को मानव जाति को सत्य के मार्ग के बारे में और सत्य के साथ कैसे जीना है, यह बताने के लिए शिक्षक के रूप में नियुक्त किया है।","بعد کی آیات میں، ہمیں بتایا جاتا ہے کہ خدا زرتشت کو نسل انسانی کے لیے ایک استاد کے طور پر مقرر کرتا ہے، تاکہ انہیں سچائی کی راہ کے بارے میں بتائے اور بتائے کہ سچائی کے مطابق زندگی کیسے گزاریں۔","In the following verses, we are told that God appoints Zarathustra as a teacher for mankind, to tell them of the path of truth and how to live in accordance with truth.","हेठ लिखत श्लोकें च, असेंगी दस्सेआ गेआ ऐ जे भगवान जरथुस्त्र गी मानव जाति आस्तै इक शिक्षक दे रूप च नयुक्त करदे न, तां जे ओह्‌‌ उʼनें गी सच्चै दा रस्ता दस्सी सकन ते सच्चाई दे मताबक किʼयां जीना ऐ।"
तीनों लोकों में सामरिक अथवा आध्यात्मिक ओज में उसकी बराबरी करने वाला न कोई हुआ है और न कभी होगा।,"تینوں جہانوں میں کوئی نہیں ہے، اور نہ کبھی کوئی ہوگا، جو حربی اور روحانی شجاعت میں اس کی برابری کر سکے۔","In the three worlds there is not, and there will never be, any to equal him in martial or spiritual prowess.",त्रौनें लोकें च जुद्ध जां अध्यातमक पराक्रम च उंʼदी बराबरी करने आह्‌‌‌ला ना ते कोई है ते ना कदें होना।
ऐसे लोगों को सभी सुविधाएं उपलब्ध कराई जाती थीं जिनका आध्यात्मिक झुकाव होता है जिससे वे अपने स्वभाव के अनुसार एकांत में साधु जीवन यापन करते थे और इनमें से अधिकतर गुरुओं के अनेकों अनुयायी होते थे।,"تمام سہولتیں مہیا کرائی گئی تھیں ان لوگوں کے لیے جو اپنی طبیعت کے مطابق تنہائی میں زیادہ روحانی طور پر پاک زندگیاں گزارنے کی طرف مائل تھے، اور ان میں سے اکثر اساتذہ کو بڑی تعداد میں چیلوں کی پیروکاری حاصل تھی۔","All facilities were provided for those more spiritually inclined to lead holy lives in solitude in accordance with their temperaments, and most of these teachers had large followings of disciples.","सुनसान जगह च मते अध्यातमिक रूप कन्नै पवित्तर जीवन जीने दे मते इच्छुक लोकें आस्तै उंʼदे सभाऽ दे मताबक सारियां सुविधां प्रदान कीतियां गेइयां, ते इंʼदे चा जैदातर शिक्षकें दे शिश्यें मती गिनती च हे।"
अतः तपस्वी गौतम के लिए ऐसा अन्य धार्मिक गुरु ढूँढना कठिन नहीं था जो पहले वाले से अधिक सक्षम हो।,"تو، راہب گوتما کے لیے ایک دوسرا مذہبی استاذ جو سابق سے زیادہ قابل ہو، تلاش کرنا مشکل نہیں تھا۔","So, it was not difficult for the ascetic Gotama to find another religious teacher who was more competent than the former.","इस करियै, तपस्वी गौतम आस्तै इक ते धार्मिक शिक्षक गी तुप्पना मुश्कल नेईं हा, जेह्‌‌ड़ा पैह्‌‌‌ले दे मकाबले च मता समर्थ हा।"
गृहस्थ लोगों के लिए आंशिक रूप से इनके पालन के साथ ही सात अतिरिक्त वचनों का पालन करना निर्धारित है।,اضافی سات وعدوں کے ساتھ خانگی زندگی والوں کے لیےجزوی تعمیل عائد کی گئی ہے۔,The partial observance is laid down for the householders with additional seven vows.,बाद्धू सत्तें संकल्पें दे कन्नै घ्रिस्तें आस्तै आंशिक पालन निर्धारत ऐ।
"उसी तरह से, द्वितीय श्रेणित्र, आर्यम्ना, अथवा मित्र, पर वे लोग हमला करते हैं जो उसकी बदनामी करते हैं; ऐसे लोगों को उससे दूर रखा जाना चाहिए।","اسی طرح سے، دوسرے درجے کے، ایریامنا، یا دوست پر ان کے ذریعے حملہ کیا جاتا ہے جو اسے بدنام کرتے ہیں، ایسے افراد کو اس سے دور رکھنا چاہیے۔","Likewise, the second grader, the Airyamna, or friend, is attacked by those who slander him; such persons should be kept away from him.","इस्सै चाल्ली, दुए ग्रेडर, एयरयम्ना, जां मित्तरै उप्पर उ'नें लोकें हमला कीता जेह्‌‌ड़े उस्सी बदनाम करदे न ; नेहे लोकें गी ओह्‌‌‌दे शा दूर गै रक्खना चाहिदा।"
दिव्य वचन के ज़रिए ईश्वर की महिमा के बारे में गाने से पश्चात्तापी पापी भी मुक्ति पा सकता है और इससे कर्म का सिद्धांत से उसे संचालित नहीं करता है।,"الہامی کلام کے ذریعے خدا کی عظمت کی نغمہ سرائی ایک تائب گنہگار کو نجات دلا سکتی ہے، اور اس طرح، کرما کا کارفرما ہونے سے رک جاتا ہے۔","Singing the glory of the Lord through the Divine Word can redeem a repentant sinner, and, thus, the doctrine of Karma ceases to operate.","दि'ब्ब शब्दें कन्नै भगवान दी मैह्‌‌मा दा गान पछताने आह्‌‌‌ले पापी गी छटकारा दोआई सकदा ऐ, ते इस चाल्ली, कर्म दा सिद्धांत कम्म करना बंद करी दिंदा ऐ।"
"सबसे शीर्ष पर है ज्वाएतु, जो स्वतःपर्याप्त है और अब उन्हें धार्मिक निर्देश देने की आवश्यकता नहीं है; ऐर्यम्न, या मित्र जो लोगों के साथ मित्रता करते हैं और उन्हें पथभ्रष्ठ होने से रोकते हैं; और हैं वेरेज़ाना, या कर्मी जो सक्रिय कार्यकर्ता हैं और ज़मीनी स्तर पर धर्म का प्रचार करते हैं।","سب سے اعلیٰ کساویتو ہے، جو خود مکتفی ہے اور مذہبی ہدایت کی مزید ضرورت نہیں رکھتا، ایریمن یا دوست ہے، جو لوگوں سے انہیں گمراہی سے بچانے کے لیے دوستی کرتا ہے، اور ویرزانہ یا کارکن ہے، جو زمین پر فعال زمینی کارکن ہے اور ایمان کو پھیلانے کے لیے ہے۔","The highest is the Xvaitu, who is self-sufficient and no longer requires religious instruction; the Airyamna, or friend, who befriends people to keep them from going astray; and the Verezanah, or worker, who is the active field worker on the ground and is to spread the faith.","सर्वोच्च ज़वैतु ऐ, जेह्‌‌ड़ा आत्मनिर्भर ऐ ते हून उस्सी धार्मिक निर्देश दी लोड़ नेईं ऐ ; ऐर्यमना, जां मित्तर, जेह्‌‌ड़ा लोकें गी भटकने शा बचाने आस्तै उंʼदे कन्नै मित्रता करदा ऐ ; ते वेरेज़ाना, जां कार्यकर्ता, जेह्‌‌ड़ा धरातल उप्पर खेतर च सक्रिय खेतर कार्यकर्ता ऐ ते आस्था-विश्वास गी फैलाने आस्तै ऐ।"
बुद्ध आग के उदाहरण का उल्लेख करते हैं और आगे कहते हैं कि प्रश्न गलत रूप से रखा गया है।,بدھ آگ کی اس تمثیل کا حوالہ دیتے ہیں اور آگے کہتے ہیں کہ یہ سوال غلط طریقے سے پیش کیا گیا ہے۔‏,The Buddha cites this illustration of fire and adds that the question is wrongly put.,बुद्ध अग्गी दी इस मसाल दा हवाला दिंदे न ते आखदे न जे सुआल गी गलत तरीके कन्नै कीता गेआ ऐ।
बुद्ध कहते हैं कि यह कहना सही नहीं है कि मृत्यु के बाद अरहंत का अस्तित्व रहता है या नहीं।,بدھ کہتے ہیں کہ یہ کہنا درست نہیں ہے کہ موت کے بعد ایک ارہنت موجود رہتا ہے یا موجود نہیں رہتا۔,The Buddha says it is not right to state that an Arahant exists or does not exist after death.,बुद्ध आखदे न जे एह्‌‌ आखना स्हेई नेईं ऐ जे मौती दे बाद अरिहंत रौंह्‌दा ऐ जां नेईं रौंह्‌दा।
"अपनी अंतिम सांस तक, उन्होंने मिसाल कायम करके एवं उपदेश देकर मानवता की सेवा की।",‏اپنے آخری لمحے تک انہوں نے انسانیت کی خدمت کردار اور نصیحت دونوں کے ساتھ کی۔‏,"Till His last moment, he served humanity both by example and by precept.","अपने खीरली घड़ी तक्कर, उʼनें उदाहरण ते सिद्धांत दौनें कन्नै मनुक्खता दी सेवा कीती।"
"इस व्रत में, गृहस्थ के अपने कानून विवाहित जीवनसाथी के अलावा अन्य किसी के भी साथ रत्यात्मक संबंध नहीं होने चाहिए।","اس عہد میں، خانہ دار کو چاہیے کہ وہ کسی کے بھی ساتھ جنسی تعلق قائم نہ کرے سوائے قانونی طور پر شادی شدہ اپنی بیوی کے۔","In this vow, the householder must not have a sensual relationship with anybody but his own lawfully wedded spouse.",इस संकल्प च घ्रिस्थ मनुक्खै ने अपने कनूनी रूप कन्नै ब्याह्‌ता जीवनसाथी दे अलावा कुसै कन्नै कामुक सरबंध नेईं रक्खना चाहिदा।
"सभी छः लोगों ने स्वर्ग के लिए एक साथ चलना शुरू किया लेकिन मार्ग में युधिष्ठिर के अलावा बाकी सबकी मृत्यु हो गई और युधिष्ठिर के साथ केवल एक छोटा कुत्ता स्वर्ग के द्वार पर पहुंच सका, जो कि धर्म देव का अवतार था।","وہ چھ ایک ساتھ جنت کے لیے روانہ ہوئے، لیکن راستے ہی میں سب مر جاتے ہیں، سوائے یودھشٹھر کے، جو صرف ایک چھوٹے سے کتے کے ہمراہ جنت کے دروازوں تک پہنچتا ہے، جو دھرم دیوتا کا ایک اوتار نکلتا ہے۔","The six set out for heaven together, but all die on the way, except Yudhishthira, who reaches the gates of heaven accompanied only by a small dog, who turns out to be an incarnation of the god Dharma.","छे सुर्गा आस्तै कट्ठे निकले, पर युधिष्ठिर गी छोड़ियै सब्भै रस्ते च गै मरी गे, युधिष्ठिर सिर्फ अपने इक लौह्‌‌‌के कुत्ते कन्नै सुर्गा दे दरोआजे तक्कर पुज्जे, जेह्‌‌ड़े भगवान धर्म दे अवतार च रूपांतरत होए।"
"सिक्ख धर्म के आदर्शवादी दृष्टिकोण के अनुसार यह अमीर, गरीब, उच्च या नीच, जाति, धार्मिक मत, वर्ण, वर्ग, लिंग, धर्म, अथवा राष्ट्रीयता पर ध्यान दिए बिना हर मनुष्य में एक समान दिव्य प्रकाश देखता है।","سکھ مت کا مثالی نقطہ نظر یہ ہے کہ یہ ہر انسان میں ایک ہی سماوی نور کے وجود کو تسلیم کرتا ہے چاہے وہ امیر ہو یا غریب، اعلیٰ ہو یا ادنیٰ، قطع نظر ذات پات، عقیدہ، رنگ، نسل، جنس، مذہب یا قومیت کے۔","The idealistic approach of Sikhism is that it recognises the existence of the same heavenly light in every human being, rich or poor, high or low, irrespective of caste, creed, color, race, sex, religion, or nationality.","सिक्ख धर्म दा आदर्शवादी द्रिश्टीकोण एह्‌‌ ऐ जे एह्‌‌ जाति, मत, रंग, प्रजाति, लिंग, धर्म जां राष्ट्रीयता दा विचार कीते बिजन मीर जां गरीब, बड्डे जां निक्के, हर इंसान च इक गै सुर्गी लोऽ दे अस्तित्व गी पन्छानदा ऐ।"
इसलिए सिख मदिरों के गुरुद्वारा (गुरु का घर) कहलाने वाले दरवाज़े बिना किसी पूर्वाग्रह या सामाजिक भेद-भाव के दुनिया में सभी के लिए खुले हैं।,"لہذا، سکھ مندر جسے گرودوارہ (گرو کا گھر) کہا جاتا ہے، کے دروازے بغیر کسی تعصب یا سماجی امتیاز کے اس دنیا میں رہنے والے سبھی لوگوں کے لیے کھلے ہیں۔",Therefore the doors of the Sikh temple called Gurdwara (House of the Guru) are open to all in this world without any prejudice or social discrimination.,इस करियै गुरुद्वारा ( गुरु दा घर ) खुआने आह्‌‌‌ले सिक्ख मंदरै दे दरोआजे बगैर कुसै पूर्वाग्रह जां समाजिक भेदभाव दे इस दुनिया च सारें आस्तै खु'ल्ले न।
यह भविष्य का उद्धारक भी है।,یہ مستقبل کا نجات دہندہ بھی ہے۔,It is also the savior of the future.,एह्‌‌ भविक्ख दा रक्षक बी ऐ।
"शायद गाथाओं के सबसे महत्वपूर्ण पद्य, अध्याय 45, पद्य 8 में पैगंबर जरथुस्त्र ने अंततः सर्वशक्तिमान ईश्वर को अपने मन की आंखों से महसूस किया, जिसके बाद अच्छे विचार, अच्छे शब्द और अच्छे कर्म का पवित्र त्रित्व स्थापित किया जो सच्चाई का मार्ग था जिसका मानव जाति को पालन करना चाहिए।","شاید گتھاؤں کی سب سے اہم آیت، فصل 45، آیت 8 میں، پیغمبر زرتشت کو آخر کار اپنے ذہن کی آنکھ سے خود خدائے قادر مطلق کو دیکھنے کا موقع ملتا ہے، جس کے مطابق اچھے افکار، اچھے الفاظ، اور اچھے اعمال کی مقدس تثلیث کو سچائی کی راہ قرار دیا گیا ہے جس پر نوع انسانی کو عمل کرنا ہے۔","In perhaps the most important verse in the Gathas, Chapter 45, Verse 8, Prophet Zarathustra finally gets to perceive Almighty God himself with his mind's eye, pursuant to which the Holy Trinity of good thoughts, good words, and good deeds is laid down as the path of truth which mankind is to follow.","गाथाएं च खबरै सभनें शा म्हत्तवपूर्ण श्लोक, अध्याय 45, श्लोक 8, पैगम्बर जरथुस्त्र आखर च सर्वशक्तिमान परमातमा गी अपने मनै दियें अक्खियें कन्नै दिखदे न, जेह्‌दे मताबक अच्छे विचारें, अच्छे शब्दें ते अच्छे कर्में दी पवित्तर त्रिमूर्ति गी सच्चै दी राह् दे रूपै च स्थापत कीता गेदा ऐ जेह्‌दा मनुक्ख जाति ने पालन करना ऐ।"
"कुछ पद्यों में रहस्योद्घाटन का तरीका बताया गया है, जो है परिशुद्ध चित्त का ज़रथुष्ट्र में प्रवेश करना और उसे बताना कि वह मानव जाति को क्या बताएगा।","ان میں سے چند آیات میں نزول کے طریق کی نشاندہی کی گئی ہے، جو کہ پاک ذہن ہے اور زرتشت کے اندر داخل ہو رہا ہے اور اسے بتا رہا ہے کہ اسے نسل انسانی کو کیا بتانا چاہیے۔","The mode of revelation is pointed out in some of these verses, which is the Pure Mind entering Zarathustra and telling him what he should tell mankind.","इंʼदे चा किश छंदें च रहस्योद्घाटन दे तरीके बक्खी शारा कीता गेदा ऐ, जेह्‌‌ड़ा शुद्ध मन जरथुस्त्र च प्रवेश करा दा ऐ ते उस्सी दस्सा दा जे उन मानव जाति गी केह्‌‌ दस्सना चाहिदा।"
"तीसरे व्यक्ति का बेंदवा नाम से उल्लेख है, जिसके बारे में फिर ऐसा माना गया कि वह झूठा और स्वभाव से धोखेबाज है, जिसके परिणामस्वरूप ज़रथुष्ट्र ने अपने आदमियों को सामान्यतया ऐसे लोगों की संगत रखने से मना किया।","تیسرا شخص بیندوا ہے جو نام کے ساتھ ذکر کیا گیا ہے، جس کے بارے میں پھر کہا جاتا ہے کہ وہ فطری طور پر جھوٹا اور فریبی ہے، اسی کے باعث زرتشت نے اپنے کنبے کو عمومی طور پر ایسے افراد سے وابستہ ہونے سے منع کیا۔","The third person mentioned by name is Bendva, who again is said to be both a liar and duplicitous by nature, thus leading Zarathustra to forbid his flock from associating with such persons in general.","नांऽ कन्नै वर्णत त्रिया व्यक्ति बेंडवा ऐ, जिस्सी परतियै सभाऽ दा झूठा ते नकलची दोऐ आखेआ जंदा ऐ, इस चाल्ली जरथुस्त्र गी अपने समूह् गी सधारण रूप कन्नै नेहे व्यक्तियें कन्नै जुड़ने शा मना करने आस्तै प्रेरत करदा ऐ।"
"शेष गीता विस्तारपूर्वक बताती है और आविर्भाव के पहले प्रस्तुत किए गए संयम और आस्था, प्रशांति और परोपकारिता, पर इन सबसे बढ़ कर, भक्ति, या समर्पण के विचारों का समर्थन करती है।","‏گیتا کا بقیہ حصہ ظہور سے قبل پیش کیے گئے خیالات کو جو خود پر قابو پانے اور یقین، کشادہ قلبی اور بے غرضی کے بارے میں ہیں، لیکن سب سے بڑھ کر بھکتی یا عقیدت کی اہمیت کو گہرائی اور تقویت بخشتا ہے۔‏","The rest of the Gita deepens and supplements the ideas presented before the epiphany about the importance of self-control and faith, of equanimity and unselfishness, but above all, of bhakti, or devotion.","बाकी गीता एपिफेनी शा पैह्‌‌‌लें पेश आतम - संयम ते विश्वास, समभाव ते निःस्वार्थता दे म्हत्तव दे बारे च विचारें गी गैह्‌रा ते पूर्ण करदी ऐ, पर सभनें शा उप्पर, भगती जां भगती गी।"
"इन पद्यों में, ज़रथुष्ट्र स्पेंटा माइन्यू की तरह होना चुनता है, जिसकी तुलना मानव प्रज्ञा के चरमोत्कर्ष से की गई है।","ان آیات میں، زرتشت سپینتا مانیو کی طرح بننا پسند کرتے ہیں، جس کی برابری اس اعلیٰ ترین شے سے کی جاتی ہے جسے انسانی دماغ حاصل کر سکتا ہے۔","In these verses, Zarathustra chooses to be like Spenta Mainyu, who is equated with the highest that any human mind can achieve.","इʼनें छंदें च, जरथुस्त्र स्पेंटा मेन्यू आंह्‌गर बनना चुनदे न, जिस्सी सर्वोच्च दे बराबर मन्नेआ जंदा ऐ जिस्सी कोई मनुक्खी मन प्राप्त करी सकदा ऐ ।"
फिर वे अर्जुन को तत्वज्ञान और मुक्ति के तरीकों के बारे में समझाते हैं।,‏پھر وہ ارجن کو فلسفیانہ خیالات اور نجات کے طریقوں کے سفر پر لے جاتا ہے۔‏,Then he takes Arjuna on a tour of philosophical ideas and ways of salvation.,फ्ही ओह्‌‌ अर्जुन गी दार्शनिक विचारें ते मोक्ष दे तरीकें दे सफर उप्पर लेई जंदे न।
"गीता का इस भाग का समापन एक प्रबल अलौकिक दृश्य के साथ होता है: कृष्ण अर्जुन को अपने दिव्य स्वरूप, विश्वरूप, का दर्शन देते हैं जिससे अर्जुन के हृदय में भय उत्पन्न हो जाता है।","گیتا کے اس حصے کا اختتام ایک زبردست خواب سے ہوتا ہے: کرشن ارجن کو اپنی سماوی شکل، وشوروپا، دیکھنے کی اجازت دیتے ہیں، جو ارجن کے دل میں دہشت پیدا کر دیتی ہے۔","This part of the Gita culminates in an overwhelming vision: Krishna allows Arjuna to see his supernal form, the Vishvarupa, which strikes terror into Arjuna's heart.","गीता दे इस हिस्से दा समापन इक जबरदस्त दर्शन पर होंदा ऐ : कृष्ण अर्जुन गी अपने अलौकिक रूप, विश्वरूप गी दिक्खने दी इजाज़त दिंदे न, जो अर्जुन दे दिले च डर पैदा करदा ऐ।"
"फिर एक वर्णसंकर राजा था, डारियस नोथोस; नोथोस का अर्थ है ऐसे व्यक्ति की संतान जो अवैध है, जैसे विलियम विजयी।","اس کے بعد ایک حرامی بادشاہ دارا نوتھوس تھا، نوتھوس کا معنی ہے کسی ایسے کا بیٹا جو ناجائز ہے، جیسے ولیم فاتح۔","Then there was a bastard king, Darius Nothos; Nothos means the son of somebody who is illegitimate, like William the Conqueror.","उसलै इक र्‌हामी राजा हा, डेरियस नोथोस ; नोथोस दा अर्थ ऐ --कुसै नेहे व्यक्ति दा पुत्तर जेह्‌‌ड़ा नजायज ऐ, जिʼयां विलियम द कान्करर।"
"फिर हमारे पास आर्टाज़रक्सीस है, एक ऐसा व्यक्ति जो विचारशील था।","اس کے بعد اردشیر دوم آتا ہے، جو ایک صاحب فکر شخص تھا۔","Then we have Artaxerxes II, the man who was thoughtful.","फ्ही साढ़े कोल आर्तज़र्कसीज़ दो ऐ, ओह्‌‌ व्यक्ति जेह्‌‌ड़ा विचारशील हा।"
ज़रथुष्ट्र उसकी निंदा करता है क्योंकि उसने कथित तौर पर पृथ्वी के आध्यात्मिक पक्ष को न उजागर करके भौतिक पक्ष को उजागर किया।,اس کے بارے میں کہا جاتا ہے کہ اس نے روحانی کے بجائے اس زمین کے مادی پہلو کو روشن کیا ہے اور اس لیے زرتشت کی طرف سے اس کی مذمت کی گئی ہے۔,He is said to have illumined the material side of this earth instead of the spiritual and is thus condemned by Zarathustra.,ऐसा आखेआ जंदा ऐ जे उʼनें अध्यातमिक दे बजाए इस मृत्युलोक दे भौतिक पक्ख गी प्रकाशत कीता ते इस चाल्ली जरथुस्त्र द्वारा उंʼदी निंदा कीती गेई।
"पहला यीमा है, जो और कोई नहीं बल्कि प्रसिद्ध राजा जमशेद है, जिसके नाम पर हर साल 21 मार्च को होने वाले त्योहार का नाम नवरोज़ पड़ा।","سب سے پہلا یما ہے، جو مشہور بادشاہ جمشید کے علاوہ کوئی اور نہیں ہے، جس کے نام سے ہر سال 21 مارچ کو نوروز کا تہوار مسوم کیا گیا ہے۔","The first is Yima, who is none other than the famous King Jamshed, after whom the Navroz festival on the 21st of March every year is named.","पैह्‌‌ला यिमा, मश्हूर राजा जमशेद दे अलावा होर कोई नेईं, जिंʼदे नांऽ पर हर बʼरै 21 मार्च दे नौरोज पर्व दा नांऽ रक्खेआ गेदा ऐ।"
इस भ्रम को हटाने के लिए लोग अपरिग्रह की प्रतिज्ञा लेते हैं और आत्मा की पूर्णता को जान पाते हैं।,"اس مغالطے کو دور کرنے کے لیے، کوئی شخص ملکیت نہ رکھنے کا عہد کرتا ہے اور روح کے کمال کو محسوس کرتا ہے۔","To remove this delusion, one takes the vow of non-possession and realizes the perfection of the soul.",इस शक्क गी दूर करने आस्तै इक इन्सान अपरिग्रह दा संकल्प लैंदा ऐ ते आतमा दी पूर्णता दा अनुभव करदा ऐ।
"नागर मंदिरों के विपरीत, द्रविड़ मंदिरों के प्रांगण दीवार से घिरे होते हैं।","ناگر مندر کے برعکس، دراوڑ مندر ایک احاطے کی دیوار کے اندر محصور ہوتاہے۔","Unlike the nagara temple, the Dravida temple is enclosed within a compound wall.","नगरा दे मंदरै दे उल्ट, द्रविड़ मंदर बेह्‌ड़े दियें कंधें कन्नै घिरे दा ऐ।"
"लेकिन, वे साओश्यंत है जो मानवजाति को बुराई से बचाने के लिए ईश्वर का संदेश लेकर आए हैं।","بہر حال، وہ ایک سوشیانت ہے جو خدا کے پیغام کے ساتھ انسانیت کو برائی سے بچانے کے لیے آیا ہے۔","However, he is a Soshyant who has come with a message from God to save mankind from evil.","हालांके, ओह्‌‌ इक सोश्यंत ऐ जेह्‌‌ड़ा मनुक्खी जाति गी बुराई शा बचाने आस्तै परमातमा दा सनेहा लेइयै आए दा ऐ।"
हमने यह पहले ही देखा है कि कैसे पृथ्वी माता एक रक्षक को नियुक्त करना चाहती थी और किस प्रकार से ज़रथुष्ट्र को इस रूप में नियुक्त किया गया।,ہم نے پہلے ہی دیکھا ہے کہ کس طرح مادر زمین چاہ رہی تھی کہ ایک محافظ مقرر کیا جائے اور کس طرح زرتشت کو یوں مقرر کیا گیا۔,We have already seen how Mother Earth wanted a protector to be appointed and how Zarathustra was so appointed.,अस पैह्‌‌‌लें गै दिक्खी लेआ ऐ जे किʼयां धरती माता चांह्‌‌‌दी ही जे इक रक्षक नियुक्त कीता जाs ते जरथुस्त्र गी किʼयां इसलेई नियुक्त कीता गेआ।
जब अर्जुन लड़ने से मना कर देते हैं तो कृष्ण के धैर्य का बांध टूट जाता है।,جب ارجن لڑنے سے انکارکر دیتا ہے تو کرشن اس کے تئیں تحمل نہیں رکھتا۔,"When Arjuna refuses to fight, Krishna has no patience with him.","जिसलै अर्जुन ने जुद्ध करने कोला इन्कार करी दित्ता, तां कृष्ण हुंदी सैह्‌नशक्ति जवाब देई गेई।"
