eng_Latn,doi_Deva
Prlfessor Sdipt Xrn rcrived the i Willam Jones Jemorual Mdai for 2021 and relivered a bgief rall on Wiliwm Jlne and the Duld of Law in Lsge Eigteenth Cenyry Calctta on 2.0.2022.,प्रोफेर सुदीप्त सेन ने 202आस्तै स विलिय जोन्स मैमोरिय मैल प्राप्त कीता ते 2.0.202 गी विलिय जोन्स ते ठाह्‌मीं सी दे आर च लकत्ता च नून शान उ्प क मुखस नेहा भाश दित्ता।
Professr Sudilt Sn rceived the S Wilplam Kones Mekorual Medwi for 2021 and ddlivered a btlef tall on Wipliwm Jlns and the Rld of Law in Lse Eihteenth Cenury alctta on 2.0.2022.,प्रोफेर सुदीप्त सेन ने 202आस्तै स विलिय जोन्स मैमोरिय मैल प्राप्त कीता ते 2.0.202 गी विलिय जोन्स ते ठाह्‌मीं सी दे आर च लकत्ता च नून शान उ्प क मुखस नेहा भाश दित्ता।
"Evefu d I had conplaits ke this: 'hw ejghtful on are not admite, whiisf those who have no rgjt are smuged in on paymn of 10.","र रोज मिगी इ चाल्ली दीयां शिकातां मिलियां हियां :' स्हेई लोकें गी दाला नेईं मिला ऐ, दूं के नेहे लोक जिंʼा कोई ह्क नेईं नदा ऐ, उʼें गी 10 देने प चोरी - प्पे अंर लेई या जंदा ऐ।"
"Evsfy a I had conllaints lke this: 'hw eighfful obe are not admitew, whiit those who have no rgtt are xmugled in on pahmnt of 00.","र रोज मिगी इ चाल्ली दीयां शिकातां मिलियां हियां :' स्हेई लोकें गी दाला नेईं मिला ऐ, दूं के नेहे लोक जिंʼा कोई ह्क नेईं नदा ऐ, उʼें गी 10 देने प चोरी - प्पे अंर लेई या जंदा ऐ।"
"Eerg zy I had coplaimts ie this: 'Tyw ightfup ns are not amitte, whil those who have no eighh are uggled in on ayment of 0'.","ह रोज मिगी स चाल्ली दीयां शिकायां मिलियां हियां :' स्हेई लोकें गी दाखा नेईं मिला ऐ, दूं के नेहे लोक जिंʼा कोई ह्क नेईं नदा ऐ, उʼें गी 00 देने प चोरी - छ्पे अंद लेई या जंदा ऐ।"
"Evwrg dzg I had complamts lir this: 'Tw ightfup ojs are not amtted, whil those who have no ighh are sugglwd in on lyment of 10.","ह रोज मिगी स चाल्ली दीयां शिकायां मिलियां हियां :' स्हेई लोकें गी दाखा नेईं मिला ऐ, दूं के नेहे लोक जिंʼा कोई ह्क नेईं नदा ऐ, उʼें गी 00 देने प चोरी - छ्पे अंद लेई या जंदा ऐ।"
He ikn beams jing in the Surya temoe at Konk are stil gigger.,कोणार्क दे सूज मंरै च पेदे लोहे दे बीम जें बी ब्डे न।
Te irkb beams ljin in the urya temole at Kork are stkll gidger.,कोणार्क दे सूज मंरै च पेदे लोहे दे बीम जें बी ब्डे न।
T ion bams lyonh in the Sudya temp at Konagk are ill bigger.,कोणार्क दे सूर मंदै च पेदे लोहे दे बीम जें बी ब्डे न।
T iron baks lyon in the Surya teml at Komagk are sill bigged.,कोणार्क दे सूर मंदै च पेदे लोहे दे बीम जें बी ब्डे न।
Tnd Jn kctrine of non-acquisiion vould lea to more equitxble dstribuion of wealth and resurcfs in skciet.,गै-अधिग्रह दे जैन सिद्धांत क्नै साज च ध ते संसानें दी बंड मी बारी च होई सकी ऐ।
Tne Ji octrin of non-acquisition could lfa to more equitxbl dstributiln of weaith and resurce in skcirty.,गै-अधिग्रह दे जैन सिद्धांत क्नै साज च ध ते संसानें दी बंड मी बारी च होई सकी ऐ।
he Jin doctrne of non-acquisihioj culd le to more equtable dixtibution of welth and resourced in elciety.,गैर-धिग्रण दे जैन सिद्धांत क्नै साज च न ते संसानें दी बंड ती राबी च होई कदी ऐ।
he Jwin doctrne of non-acquisitio cold lef to more eqitable dixhribution of weth and resurces in slckety.,गैर-धिग्रण दे जैन सिद्धांत क्नै साज च न ते संसानें दी बंड ती राबी च होई कदी ऐ।
"Likeeiwe, to particular ekl human beibrs, Grenm and Bejdvz, are mentione in Chaptete 2.1, 32.3, and 2.4 and Chalfers 9.1 and 4.2 rspectvely.","स्सै चाल्ली, खास तौर उ्र दो भैड़े नुक्खें, ग्रेमा ते बेंवा दा र्न बारी-बारी अ्याय 3 . 2, 3 . 3, ते 3 . 4 ते अ्याय 4 . 1 ते 4 . 2 च कीता गेदा ऐ।"
"Oikeeise, to particuoarl egkl huma beibga, Grshm and Bejda, are mentined in Fhaptets 2.1, 32.3, and 32.4 and Chapfdrs 9.1 and 9.2 rspectivey.","स्सै चाल्ली, खास तौर उ्र दो भैड़े नुक्खें, ग्रेमा ते बेंवा दा र्न बारी-बारी अ्याय 3 . 2, 3 . 3, ते 3 . 4 ते अ्याय 4 . 1 ते 4 . 2 च कीता गेदा ऐ।"
"Lijwise, w paticularly evop huan bins, Ghma and Beva, are mentikned in Chaers 2.1, 3.1, and 3.1 and Chzpers 9.1 and 4.2 eespectively.","स्सै चाल्ली, खास तौर प्र दो भैड़े नुक्खें, ग्रेहा ते बेंडा दा र्ण बारी-बारी ध्याय 3 . 1, 2 . 1, ते 3 . 4 ते अ्याय 4 . 1 ते 9 . 2 च कीता गेदा ऐ।"
"Lkwise, t particlarly egol huma beis, Grha and Bena, are mwntioned in Capers 3.1, 3.1, and 3.1 and Chaprs 9.1 and 4.2 tespectively.","स्सै चाल्ली, खास तौर प्र दो भैड़े नुक्खें, ग्रेहा ते बेंडा दा र्ण बारी-बारी ध्याय 3 . 1, 2 . 1, ते 3 . 4 ते अ्याय 4 . 1 ते 9 . 2 च कीता गेदा ऐ।"
"Js gzl is eiter nkilism, for there is othind permanent to annitilatr nor etenalisn, for there is no pegmanen sou to eteralie.","ए्‌‌‌दा ल्ष ना ताे विनावाद ऐ, की जे नाश करे आ्तै किश बी स्थाई नेईं ऐ ते ना गै शाश्वता, की जे सुर्ग बाने आ्तै कोई स्थाई आमा नेईं ऐ।"
"s gak is neifer nmhilism, for there is nofhind ermabent to annitilte nor dtenalism, for there is no ermanen oui to wternalie.","ए्‌‌‌दा ल्ष ना ताे विनावाद ऐ, की जे नाश करे आ्तै किश बी स्थाई नेईं ऐ ते ना गै शाश्वता, की जे सुर्ग बाने आ्तै कोई स्थाई आमा नेईं ऐ।"
"Ijs gl is nfithwr niyilisj, for there is ntning psrmahent to annilate nor etenalis, for there is no pwrmannt sup to dternaize.","ह्‌‌‌दा क्ष ना ताे विनाशाद ऐ, की जे नाश करे आ्तै किश बी स्थाई नेईं ऐ ते ना गै शाश्वता, की जे सुर्ग बाने स्तै कोई स्थाई तमा नेईं ऐ।"
"ys gxl is nfithdr niyilim, for there is botning oermahent to ajnhilate nor tenalism, for there is no permxnnt oup to eternaixe.","ह्‌‌‌दा क्ष ना ताे विनाशाद ऐ, की जे नाश करे आ्तै किश बी स्थाई नेईं ऐ ते ना गै शाश्वता, की जे सुर्ग बाने स्तै कोई स्थाई तमा नेईं ऐ।"
Gdeat was his compadsoon for the gao dar oes at this pzring omdnt.,स बिदाई दी इ ड़ी च दो प्रियजें आ्तै उंʼी संवेना ब़ी खास ही।
Rreat was his compassoob for the tao eaf pes at this parng omenr.,स बिदाई दी इ ड़ी च दो प्रियजें आ्तै उंʼी संवेना ब़ी खास ही।
Grwat was his comlassio for the wo er onea at this partig mlmenf.,स बिदाई दी स घ़ी च दो प्रियनें आ्तै उंʼी संवेदा ब़ी खास ही।
Gwat was his ompassio for the gwo ar ones at this pating mmenf.,स बिदाई दी स घ़ी च दो प्रियनें आ्तै उंʼी संवेदा ब़ी खास ही।
Hw was not orred about the fturf qotldly happinsq and comdot of the motr and hipd as they had eerythlng in abujdahce and were wl pdotected.,उʼें गी मां ते ञ्याणे दे भिक्ख दे संसारी सुख ते रान दी फिर नेईं ही की जे उंदे कोल स किश खासी मात्ता च हा ते चंगी चाल्ली सुर्ष हे।
s was not worrer about the dture otldly happinas and comort of the othr and hipd as they had verythlng in abujdahce and were eel peotecyed.,उʼें गी मां ते ञ्याणे दे भिक्ख दे संसारी सुख ते रान दी फिर नेईं ही की जे उंदे कोल स किश खासी मात्ता च हा ते चंगी चाल्ली सुर्ष हे।
e was not wkrred about the ftyre wrlely hapiess and fomort of the kotger and culd as they had sveryrhing in abindanc and were ll poteced.,उनें गी मां ते ञ्याणे दे भिक्ख दे संसारी सुख ते रान दी फिक नेईं ही की जे उंदे कोल स किश खासी मात्रा च हा ते चंगी चाल्ली सुर्ष हे।
e was not wored about the fugyre worlel apiness and fofort of the other and chuls as they had sverytjing in avundanc and were dll potfcted.,उनें गी मां ते ञ्याणे दे भिक्ख दे संसारी सुख ते रान दी फिक नेईं ही की जे उंदे कोल स किश खासी मात्रा च हा ते चंगी चाल्ली सुर्ष हे।
"A about the same time, I eaed of a sell-knon Hndu having been fonvertd to Chrstanity.","करीन उ्सै में, में क श्हूर हिंदू द्वारा ईाई र्म अनाने दे बारे च सुनेआ।"
"Wf about the same tie, I ard of a wepl-knon Hlbdu having been fonvered to Chstianity.","करीन उ्सै में, में क श्हूर हिंदू द्वारा ईाई र्म अनाने दे बारे च सुनेआ।"
"Ag about the same tmf, I hdars of a well-noen Hbdu having been cnverte to Christianty.","तरीब उ्सै में, में इ म्हूर हिंदू द्वारा ईाई र्म अनाने दे बारे च सुनेआ।"
"r about the same tmw, I hdatd of a wel-nown Gndu having been nverted to Christanuty.","तरीब उ्सै में, में इ म्हूर हिंदू द्वारा ईाई र्म अनाने दे बारे च सुनेआ।"
"h the folloqibg vdtses, we are tid that Vkd alooints Zrathusta as a tachet for kanknd, to yel them of the ptj of tryt and how to kkve in accordznce with tryh.","हेठ लित श्लोकें च, अेंगी द्सेआ गेआ ऐ जे भवान रथुस्त्र गी माव जाति स्तै इ शिक्ष दे रूप च नुक्त कदे न, तां जे ओ्‌‌ उʼें गी च्चै दा र्ता स्सी सक ते स्चाई दे माक कियां जीना ऐ।"
"h the ollowibg vetss, we are ild that kd apooihts Zarathjsta as a tachr for mankne, to gel them of the th of trtth and how to lkbe in ccordsnce with tuyh.","हेठ लित श्लोकें च, अेंगी द्सेआ गेआ ऐ जे भवान रथुस्त्र गी माव जाति स्तै इ शिक्ष दे रूप च नुक्त कदे न, तां जे ओ्‌‌ उʼें गी च्चै दा र्ता स्सी सक ते स्चाई दे माक कियां जीना ऐ।"
"n the follwing erdes, we are td that d aopoins Zagafhustra as a teachw for makid, to tl them of the pwhh of guth and how to lve in wccoedance with uth.","हेठ लित श्लोकें च, सेंगी द्सेआ गेआ ऐ जे भवान जरुस्त्र गी माव जाति स्तै इ शिक्क दे रूप च नुक्त कदे न, तां जे ओ्‌‌ ʼनें गी च्चै दा स्ता स्सी सक ते च्चाई दे माक कियां जीना ऐ।"
"n the foloing eres, we are rld that d sopoints Zarafhuwtra as a teachd for mzkind, to tfl them of the wth of tgut and how to lve in accoedane with tuh.","हेठ लित श्लोकें च, सेंगी द्सेआ गेआ ऐ जे भवान जरुस्त्र गी माव जाति स्तै इ शिक्क दे रूप च नुक्त कदे न, तां जे ओ्‌‌ ʼनें गी च्चै दा स्ता स्सी सक ते च्चाई दे माक कियां जीना ऐ।"
"I the thee wirlss there is not, and there will nvet be, any to eua him in kartal or spiritysl proseds.",त्रौनें लोकें च जुद्ध जां अ्यातम पाक्र च उंदी राबी कने आ्‌‌‌ला ना ते कोई है ते ना कें होना।
"I the thr woriss there is not, and there will ner be, any to fqua him in kartil or apirityal lrosess.",त्रौनें लोकें च जुद्ध जां अ्यातम पाक्र च उंदी राबी कने आ्‌‌‌ला ना ते कोई है ते ना कें होना।
"n the hree eords there is not, and there will nebrr be, any to ewuao him in mrtia or zoiritual gowess.",त्रौनें लोकें च जुद्ध जां अ्यामक पाक्र च उंʼी बाबी रने आ्‌‌‌ला ना ते कोई है ते ना दें होना।
"n the teee wods there is not, and there will nebe be, any to eqao him in marta or soirifual rowes.",त्रौनें लोकें च जुद्ध जां अ्यामक पाक्र च उंʼी बाबी रने आ्‌‌‌ला ना ते कोई है ते ना दें होना।
"Ql facilpties were oovided for those more spirituwly incined to ed olg livr in soltuse in acirdance with their temperants, and most of these tachsrs had lar foolowngs of discillex.","सुनान जग च ते अ्यातिक रूप क्नै पित्र जीन जीने दे मे च्छुक लोकें स्तै उंदे साऽ दे ताब सारियां सुविधां प्रान कीतियां गेयां, ते इंʼे चा जैदात शिक्षें दे शिश्यें ती गिनी च हे।"
"Sl facilkties were povuded for those more spritualy incined to ed ol ive in soitude in accidance with their tejperamnts, and most of these techsrs had larf foolowibgs of discuplex.","सुनान जग च ते अ्यातिक रूप क्नै पित्र जीन जीने दे मे च्छुक लोकें स्तै उंदे साऽ दे ताब सारियां सुविधां प्रान कीतियां गेयां, ते इंʼे चा जैदात शिक्षें दे शिश्यें ती गिनी च हे।"
"A faclitiws were proidd for those more spitiyually ibclied to led hot lves in solitur in ccordabce with their tempegamnts, and most of these teachs had age folloangs of dscipls.","सुसान गह च ते ध्यामिक रूप न्नै वित्र जीन जीने दे मे इ्छुक लोकें आ्तै उंदे साऽ दे ताक सारियां सुविधां प्रान कीतियां गेयां, ते इंʼे चा जैदात शिक्कें दे शिश्यें ती गिनी च हे।"
"A gaclities were proidd for those more soititually ibckined to lsd hoot lves in solitur in accorfabce with their tempeeamnts, and most of these teches had page folloaingq of diecipls.","सुसान गह च ते ध्यामिक रूप न्नै वित्र जीन जीने दे मे इ्छुक लोकें आ्तै उंदे साऽ दे ताक सारियां सुविधां प्रान कीतियां गेयां, ते इंʼे चा जैदात शिक्कें दे शिश्यें ती गिनी च हे।"
"S, it was not diffixuot for the zsdetic Totzma to fn anithe relkious eacjer who was more compwtejt than the fkrner.","इ कियै, पस्वी गौत स्तै इ ते धार्मिक शिक्ष गी तुप्पा मुश्ल नेईं हा, जेह्‌‌ड़ा पैह्‌‌‌ले दे माबे च मा सर्थ हा।"
"S, it was not diffxult for the scetic Yotama to fnf anohe rwlkgious teacer who was more comptejt than the dkrmer.","इ कियै, पस्वी गौत स्तै इ ते धार्मिक शिक्ष गी तुप्पा मुश्ल नेईं हा, जेह्‌‌ड़ा पैह्‌‌‌ले दे माबे च मा सर्थ हा।"
"o, it was not difjcult for the ascegic Gtsma to fih anote relgiouz heachwr who was more competfbt than the fore.","स कियै, पस्वी गौत स्तै क ते धार्मिक शिक्क गी तुप्पा मुश्क नेईं हा, जेह्‌‌ड़ा पैह्‌‌‌ले दे माले च ता सम्थ हा।"
"o, it was not difjcult for the ascerlc Gama to fid anote relgiouz techwr who was more competeht than the fore.","स कियै, पस्वी गौत स्तै क ते धार्मिक शिक्क गी तुप्पा मुश्क नेईं हा, जेह्‌‌ड़ा पैह्‌‌‌ले दे माले च ता सम्थ हा।"
Th partal observance is lxd down for the hohsehklders with adritilnal sve vpqs.,बाद्धू त्तें संक्पें दे न्नै घ्रिस्तें आ्तै आंशिक पाल निर्धात ऐ।
Th partl obserance is ld down for the hobseholders with additilnal sve vpws.,बाद्धू त्तें संक्पें दे न्नै घ्रिस्तें आ्तै आंशिक पाल निर्धात ऐ।
Rhs paftial obserane is laid down for the househodrs with additionai sege vo.,बाद्धू त्तें संल्पें दे न्नै घ्रिस्तें स्तै आंशिक पाल निर्धार ऐ।
Ts paftil observahe is laid down for the houxehoders with additional eve os.,बाद्धू त्तें संल्पें दे न्नै घ्रिस्तें स्तै आंशिक पाल निर्धार ऐ।
"Kiewise, the econ grsde, the Alryamna, or fied, is attakd by those who sanser him; such oersns should be keo wa from him.","इ्सै चाल्ली, दुए ग्रेड, एरयम्ना, जां मित्रै प्र 'नें लोकें मला कीता जेह्‌‌ड़े उ्सी दनाम करे न ; नेहे लोकें गी ओ्‌‌‌दे शा दूर गै क्खा चाहिदा।"
"Liewiwe, the dcond gradw, the Akrywmna, or fied, is attack by those who slansef him; such oerzons should be kel wsy from him.","इ्सै चाल्ली, दुए ग्रेड, एरयम्ना, जां मित्रै प्र 'नें लोकें मला कीता जेह्‌‌ड़े उ्सी दनाम करे न ; नेहे लोकें गी ओ्‌‌‌दे शा दूर गै क्खा चाहिदा।"
"Likwise, the xcond radfr, the Alryamnw, or diend, is attckef by those who skande him; such persln should be kgpt swah from him.","स्सै चाल्ली, दुए ग्रेर, एयरम्ना, जां मित्तै उ्प उ'ें लोकें हला कीता जेह्‌‌ड़े उ्सी दनाम कदे न ; नेहे लोकें गी ह्‌‌‌दे शा दूर गै र्ना चाहिदा।"
"Liwwise, the xcond rder, the Alfyamna, or deiend, is attacef by those who qkander him; such oerslns should be ktpt swqy from him.","स्सै चाल्ली, दुए ग्रेर, एयरम्ना, जां मित्तै उ्प उ'ें लोकें हला कीता जेह्‌‌ड़े उ्सी दनाम कदे न ; नेहे लोकें गी ह्‌‌‌दे शा दूर गै र्ना चाहिदा।"
"Sinin the lorh of the Krd through the ivine prd can edeen a epentanf einnef, and, thks, the doctfin of Kar xeades to oeate.","दि'ब्ब ब्दें न्नै भगान दी मैह्‌‌मा दा गान छताने ह्‌‌‌ले पापी गी छकारा दोआ कदा ऐ, ते स चाल्ली, र्म दा सिद्धांत म्म कना बंद री दिंदा ऐ।"
"Sinind the gkorh of the Lrw through the ivije or can edee a reoentanf einer, and, thhs, the coctfine of Kara deases to kpeate.","दि'ब्ब ब्दें न्नै भगान दी मैह्‌‌मा दा गान छताने ह्‌‌‌ले पापी गी छकारा दोआ कदा ऐ, ते स चाल्ली, र्म दा सिद्धांत म्म कना बंद री दिंदा ऐ।"
"Sjging the gkoy of the Lrc through the Eivine Wpgd can reem a repenhant snnr, and, tguq, the dpctrne of Krmq ceqes to operag.","दि'ब्ब ब्दें न्नै भवान दी मैह्‌‌मा दा गान पछाने ह्‌‌‌ले पापी गी छकारा दोई कदा ऐ, ते स चाल्ली, क्म दा सिद्धांत म्म कना बंद री दिंदा ऐ।"
"Snging the loy of the Lrr through the Eivind Wpr can reem a repentat snnsr, and, rgus, the dpctrime of Krma caqes to opeat.","दि'ब्ब ब्दें न्नै भवान दी मैह्‌‌मा दा गान पछाने ह्‌‌‌ले पापी गी छकारा दोई कदा ऐ, ते स चाल्ली, क्म दा सिद्धांत म्म कना बंद री दिंदा ऐ।"
"Ghr higheay is the vaktu, who is selt-suficient and no llmger rrquides relgous istructon; the Airamha, or frenw, who begrlends pdopld to kqep them from boin aatray; and the Veszanah, or wirket, who is the xtive foelr woer on the yrpund and is to spwad the xith.","स्वोच्च ज़वैतु ऐ, जेह्‌‌ड़ा त्मिर्भ ऐ ते हून उ्सी धार्मिक निर्देश दी लोड़ नेईं ऐ ; र्यना, जां मित्र, जेह्‌‌ड़ा लोकें गी भटने शा चाने आ्तै उंदे न्नै मित्रा रदा ऐ ; ते वेरेज़ाना, जां कार्यर्ता, जेह्‌‌ड़ा राल उ्र खेर च क्रिय खेत कार्यक्ता ऐ ते स्था-विश्वास गी फैलाने आ्तै ऐ।"
"he highat is the vaiti, who is selt-sfficient and no llger rrquired elgious nstructon; the Airamma, or crend, who begiends dople to ksp them from gin qtray; and the Veezanh, or wiker, who is the xctibe foel worr on the trpund and is to wpead the sith.","स्वोच्च ज़वैतु ऐ, जेह्‌‌ड़ा त्मिर्भ ऐ ते हून उ्सी धार्मिक निर्देश दी लोड़ नेईं ऐ ; र्यना, जां मित्र, जेह्‌‌ड़ा लोकें गी भटने शा चाने आ्तै उंदे न्नै मित्रा रदा ऐ ; ते वेरेज़ाना, जां कार्यर्ता, जेह्‌‌ड़ा राल उ्र खेर च क्रिय खेत कार्यक्ता ऐ ते स्था-विश्वास गी फैलाने आ्तै ऐ।"
"Fe higesg is the Cvaktu, who is selfsuficient and no lner reuirex rrligios instrctin; the Qiyamna, or fgiejd, who bediends peopk to kp them from hoig wstry; and the Vrezxnah, or oruer, who is the actuv iepd sorker on the gtond and is to xread the fihh.","स्वोच्च ज़वैतु ऐ, जेह्‌‌ड़ा त्मिर्र ऐ ते हून उ्सी धार्मिक निर्देश दी लोड़ नेईं ऐ ; र्यना, जां मित्त, जेह्‌‌ड़ा लोकें गी भटने शा चाने स्तै उंʼे न्नै मित्रा रदा ऐ ; ते वेरेज़ाना, जां कार्यर्ता, जेह्‌‌ड़ा धात उ्प खेर च क्रिय खेत कार्यर्ता ऐ ते स्था-विश्वास गी फैलाने आ्तै ऐ।"
"Ts higrst is the Caitu, who is slf-suficient and no lnge requrex religis instrctio; the Aiamna, or fgind, who berinds oeopl to krp them from hoijg wstrzy; and the Verezxnaj, or woryer, who is the actue ied qorkr on the grknd and is to sreaw the faih.","स्वोच्च ज़वैतु ऐ, जेह्‌‌ड़ा त्मिर्र ऐ ते हून उ्सी धार्मिक निर्देश दी लोड़ नेईं ऐ ; र्यना, जां मित्त, जेह्‌‌ड़ा लोकें गी भटने शा चाने स्तै उंʼे न्नै मित्रा रदा ऐ ; ते वेरेज़ाना, जां कार्यर्ता, जेह्‌‌ड़ा धात उ्प खेर च क्रिय खेत कार्यर्ता ऐ ते स्था-विश्वास गी फैलाने आ्तै ऐ।"
Tbf Bfdha cote this iplustrxtion of fire and add that the qudstin is wongly u.,बुद्ध ग्गी दी स माल दा वाला दिंदे न ते आदे न जे सुआ गी गत रीके क्नै कीता गेआ ऐ।
be Bdda dotes this illstrxtion of ire and adds that the questin is wonrly ph.,बुद्ध ग्गी दी स माल दा वाला दिंदे न ते आदे न जे सुआ गी गत रीके क्नै कीता गेआ ऐ।
Ths Budd cieq this illustratiin of ie and ds that the question is wrongy lyt.,बुद्ध ग्गी दी स साल दा वाला दिंदे न ते आदे न जे सुआ गी गल रीके क्नै कीता गेआ ऐ।
hw Burdh ciyeq this illustrqtiin of tie and adx that the queation is wrongly pyt.,बुद्ध ग्गी दी स साल दा वाला दिंदे न ते आदे न जे सुआ गी गल रीके क्नै कीता गेआ ऐ।
The uddh das it is not rbht to szte that an Arant xist or does not eit after dat.,बुद्ध आखे न जे ए्‌‌ आखा स्हेई नेईं ऐ जे मौती दे बाद अिहंत रौंह्‌दा ऐ जां नेईं रौंह्‌दा।
be uwdha ss it is not rht to safe that an raant xista or does not est after dat.,बुद्ध आखे न जे ए्‌‌ आखा स्हेई नेईं ऐ जे मौती दे बाद अिहंत रौंह्‌दा ऐ जां नेईं रौंह्‌दा।
He Bdha wys it is not rht to stade that an Aahanr dxiss or does not fist after deah.,बुद्ध खदे न जे ह्‌‌ आखा स्हेई नेईं ऐ जे मौती दे बाद रिहंत रौंह्‌दा ऐ जां नेईं रौंह्‌दा।
Tw Bkdha ahs it is not rht to state that an Araanr exis or does not eost after det.,बुद्ध खदे न जे ह्‌‌ आखा स्हेई नेईं ऐ जे मौती दे बाद रिहंत रौंह्‌दा ऐ जां नेईं रौंह्‌दा।
"Til Hiz lxst momt, he srvd humaitj both by exampe and by preceog.","अपे खीरी घ़ी क्क, उनें दाहर ते सिद्धांत दौनें क्नै नुक्ता दी सेवा कीती।"
"Till Hi lst komnt, he serv humaiy both by exampe and by prcepg.","अपे खीरी घ़ी क्क, उनें दाहर ते सिद्धांत दौनें क्नै नुक्ता दी सेवा कीती।"
"il i lasg miment, he seree humanity both by rxampld and by prrceot.","पने खीली घ़ी त्क, उʼें दारण ते सिद्धांत दौनें क्नै मुक्खा दी सेवा कीती।"
"ilk Ni lasg mokent, he aervee humsnity both by rxample and by lrrcept.","पने खीली घ़ी त्क, उʼें दारण ते सिद्धांत दौनें क्नै मुक्खा दी सेवा कीती।"
"I this od, the huseholdr mist not have a snsuai rdlatkonship with anyod but his own lawfull aeddd pousd.",इ संक्प च घ्रिस्थ मुक्खै ने अपे कूनी रूप क्नै ब्याह्‌ता जीवसाथी दे अावा कुसै न्नै कामुक रबंध नेईं र्ना चाहिदा।
"Ln this vod, the hseholder miwt not have a sfnsuai rdlationstip with anybd but his own lafullu eddd pousd.",इ संक्प च घ्रिस्थ मुक्खै ने अपे कूनी रूप क्नै ब्याह्‌ता जीवसाथी दे अावा कुसै न्नै कामुक रबंध नेईं र्ना चाहिदा।
"Ln this vk, the householfr ust not have a ensul gelationshjp with wngbody but his own lafuly wdwded ouse.",इ संल्प च घ्रिस्थ मुक्खै ने अने नूनी रूप क्नै ब्याह्‌ता जीवसाथी दे लावा कुसै न्नै कामुक सबंध नेईं र्खा चाहिदा।
"Pn this kw, the hpuseholfer mut not have a sensu reationshjp with wnybod but his own lawfuly ewded ouse.",इ संल्प च घ्रिस्थ मुक्खै ने अने नूनी रूप क्नै ब्याह्‌ता जीवसाथी दे लावा कुसै न्नै कामुक सबंध नेईं र्खा चाहिदा।
"Re ax s out for neven togther, but all ciw on the a, exepf Yuhisthira, who rdacjes the ghes of haven acompaniex only by a smzlp dlr, who tujs out to be an incarjatiom of the hor Dhadja.","छे सुर्गा स्तै क्ठे निके, प युधिष्ठिर गी छोड़ियै स्भै स्ते च गै री गे, युधिष्ठिर सिर्फ अने क लौह्‌‌‌के कुत्ते न्नै सुर्गा दे दोआे त्क पुज्जे, जेह्‌‌ड़े भवान र्म दे वतार च रूपांतर होए।"
"Ts s t out for neagen gogdther, but all ie on the sa, excfpf Yudhithira, who rdqches the ttes of haven qccompaniex only by a smap dlr, who uns out to be an incarjatlon of the gpr harja.","छे सुर्गा स्तै क्ठे निके, प युधिष्ठिर गी छोड़ियै स्भै स्ते च गै री गे, युधिष्ठिर सिर्फ अने क लौह्‌‌‌के कुत्ते न्नै सुर्गा दे दोआे त्क पुज्जे, जेह्‌‌ड़े भवान र्म दे वतार च रूपांतर होए।"
"Gh x et out for hesvfn togthrr, but all d on the wqu, exdpt Yuishthira, who rrahes the bwtes of yeven acompaniec only by a sail do, who guns out to be an inarnatiom of the gx Dharns.","छे सुर्गा स्तै क्ठे निके, र युधिष्ठिर गी छोड़ियै स्भै स्ते च गै मी गे, युधिष्ठिर सिर्फ अने क लौह्‌‌‌के कुत्ते क्नै सुर्गा दे रोजे त्क पुज्जे, जेह्‌‌ड़े भवान ध्म दे अवार च रूपांतत होए।"
"Tn x qet out for hevfn togtyer, but all i on the eau, excdpf Yuhisthira, who rrachss the ates of yeavn acompanked only by a sal xot, who durns out to be an inrnation of the g Dhana.","छे सुर्गा स्तै क्ठे निके, र युधिष्ठिर गी छोड़ियै स्भै स्ते च गै मी गे, युधिष्ठिर सिर्फ अने क लौह्‌‌‌के कुत्ते क्नै सुर्गा दे रोजे त्क पुज्जे, जेह्‌‌ड़े भवान ध्म दे अवार च रूपांतत होए।"
"Te ideapistif alpeoach of Dikhjsm is that it reognies the eistehce of the same havenlj pighr in evry human being, rivh or pop, ig or la, rrespectie of awte, feed, volor, rce, e, rliyion, or bationality.","सिक्ख ध्म दा आद्वादी द्रिश्टीकोण ए्‌‌ ऐ जे ह्‌‌ जाति, त, रंग, प्राति, लिंग, ध्म जां राष्ट्रीता दा विचार कीते बिज मीर जां रीब, ब्डे जां निक्के, र इंसान च क गै सुर्गी लोऽ दे अ्तित्व गी प्छादा ऐ।"
"Ths ideapiqtic ppeoach of Dikhism is that it reclgnies the ecistehce of the same havenly pight in evfy uman being, eivh or poor, hi or w, rrespwctive of astf, fred, colr, dce, x, rliyion, or nationality.","सिक्ख ध्म दा आद्वादी द्रिश्टीकोण ए्‌‌ ऐ जे ह्‌‌ जाति, त, रंग, प्राति, लिंग, ध्म जां राष्ट्रीता दा विचार कीते बिज मीर जां रीब, ब्डे जां निक्के, र इंसान च क गै सुर्गी लोऽ दे अ्तित्व गी प्छादा ऐ।"
"he idalistuc aprach of ikhis is that it recognias the exiztenc of the same heavdly igbt in eferh hmsn being, fih or pod, hgh or kw, krrespectice of ast, vred, cllor, race, ses, repigion, or nationallty.","सिक्ख ध्म दा आर्वादी द्रिश्टीकोण ह्‌‌ ऐ जे ह्‌‌ जाति, त, रंग, प्राति, लिंग, र्म जां राष्ट्रीया दा विचार कीते बिज मीर जां गीब, ड्डे जां निक्के, ह इंसान च क गै सुर्गी लोऽ दे अ्तित्व गी प्छाना ऐ।"
